Common name,GPCRdb ID,Type,Reference ligand,Fold selectivity (Affinity),# tested GPCRs (Affinity),Species,Mol weight,Rot bonds,H don,H acc,LogP,Smiles
CHEMBL3235732,109592,Smallmolecule,None,-1,2,Human,422,6,1,5,2.1,COc1ccccc1N1CCN(Cc2ccc(C(=O)N3CCC[C@H]3C(N)=O)cc2)CC1
CHEMBL3235733,109593,Smallmolecule,None,35,2,Human,374,7,2,5,1.2,NC(=O)[C@@H]1CCCN1C(=O)CCCCN1CCN(c2ccccc2O)CC1
CHEMBL3235734,109594,Smallmolecule,None,5,2,Human,406,8,1,4,2.5,NC(=O)[C@@H]1CCCN1C(=O)CCCCCN1CCN(c2ccccc2Cl)CC1
CHEMBL3235735,109595,Smallmolecule,None,22,2,Human,390,8,1,4,2,NC(=O)[C@@H]1CCCN1C(=O)CCCCCN1CCN(c2ccccc2F)CC1
CHEMBL3235736,109596,Smallmolecule,None,12,2,Human,406,8,1,4,2.5,NC(=O)[C@@H]1CCCN1C(=O)CCCCCN1CCN(c2cccc(Cl)c2)CC1
CHEMBL3235737,109597,Smallmolecule,None,2,2,Human,390,8,1,4,2,NC(=O)[C@@H]1CCCN1C(=O)CCCCCN1CCN(c2ccc(F)cc2)CC1
CHEMBL3302598,112127,Smallmolecule,None,1,3,Human,466,9,0,4,4.4,CC1(C)C(=O)N(Cc2ccccc2)C(=O)N1CCCCCN1CCN(c2ccccc2F)CC1
CHEMBL3302599,112128,Smallmolecule,None,-18,5,Human,434,8,0,4,3.8,CN1C(=O)N(CCCCCN2CCN(c3ccccc3)CC2)C(C)(c2ccccc2)C1=O
CHEMBL3302600,112129,Smallmolecule,None,-39,4,Human,456,7,2,6,1.8,COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccc(F)cc3)C2=O)CC1
CHEMBL3302757,112137,Smallmolecule,None,2,3,Human,478,10,0,5,4.2,COc1ccccc1N1CCN(CCCCCN2C(=O)N(Cc3ccccc3)C(=O)C2(C)C)CC1
CHEMBL3302762,112139,Smallmolecule,None,-6,3,Human,484,9,0,4,4.5,CC1(C)C(=O)N(Cc2ccc(F)cc2)C(=O)N1CCCCCN1CCN(c2ccc(F)cc2)CC1
CHEMBL3302931,112146,Smallmolecule,None,-40,6,Human,452,8,0,4,3.9,CN1C(=O)N(CCCCCN2CCN(c3ccccc3F)CC2)C(C)(c2ccccc2)C1=O
CHEMBL3302936,112147,Smallmolecule,None,2,3,Human,478,10,0,5,4.2,COc1cccc(N2CCN(CCCCCN3C(=O)N(Cc4ccccc4)C(=O)C3(C)C)CC2)c1
CHEMBL3302943,112149,Smallmolecule,None,-2,3,Human,502,9,0,4,4.6,CC1(C)C(=O)N(Cc2ccc(F)cc2)C(=O)N1CCCCCN1CCN(c2ccc(F)cc2F)CC1
CHEMBL3304183,112186,Smallmolecule,None,-2,3,Human,584,9,0,4,6.8,CC1(C)C(=O)N(Cc2ccc(Cl)cc2Cl)C(=O)N1CCCCCN1CCN(c2cccc(Cl)c2Cl)CC1
CHEMBL3304304,112196,Smallmolecule,None,-3,3,Human,584,9,0,4,6.8,CC1(C)C(=O)N(Cc2ccc(Cl)cc2Cl)C(=O)N1CCCCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1
CHEMBL3304308,112197,Smallmolecule,None,1,3,Human,464,9,0,5,3.8,COc1ccccc1N1CCN(CCCCCN2C(=O)N(C)C(=O)C2(C)c2ccccc2)CC1
CHEMBL3304317,112199,Smallmolecule,None,-4,3,Human,466,9,0,4,4.4,CC1(C)C(=O)N(Cc2ccccc2)C(=O)N1CCCCCN1CCN(c2ccc(F)cc2)CC1
CHEMBL3304318,112200,Smallmolecule,None,-1,3,Human,484,9,0,4,4.5,CC1(C)C(=O)N(Cc2ccccc2)C(=O)N1CCCCCN1CCN(c2ccc(F)cc2F)CC1
CHEMBL3304355,112203,Smallmolecule,None,-4,3,Human,550,9,0,4,6.2,CC1(C)C(=O)N(Cc2ccc(Cl)cc2Cl)C(=O)N1CCCCCN1CCN(c2ccc(Cl)cc2)CC1
CHEMBL3233412,109346,Smallmolecule,None,-144,5,Human,406,4,0,5,4,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCc3noc4cc(F)ccc34)CC[C@@H]12
CHEMBL3235738,109598,Smallmolecule,None,1,2,Human,426,7,1,4,2.8,NC(=O)[C@@H]1CCCN1C(=O)CCCCN1CCN(c2cccc(Cl)c2Cl)CC1
CHEMBL3235739,109599,Smallmolecule,None,44,2,Human,440,8,1,4,3.2,NC(=O)[C@@H]1CCCN1C(=O)CCCCCN1CCN(c2cccc(Cl)c2Cl)CC1
CHEMBL3235740,109600,Smallmolecule,None,-26,2,Human,399,7,1,6,1.6,NC(=O)[C@@H]1CCCN1C(=O)CCCCN1CCN(c2noc3ccccc23)CC1
CHEMBL3235741,109601,Smallmolecule,None,-4,2,Human,413,8,1,6,2,NC(=O)[C@@H]1CCCN1C(=O)CCCCCN1CCN(c2noc3ccccc23)CC1
CHEMBL3235742,109602,Smallmolecule,None,-1,2,Human,427,9,1,6,2.4,NC(=O)[C@@H]1CCCN1C(=O)CCCCCCN1CCN(c2noc3ccccc23)CC1
CHEMBL3235743,109603,Smallmolecule,None,2,2,Human,466,8,1,5,3.1,CSc1ccccc1N1CCN(CCCCC(=O)N2Cc3ccccc3C[C@H]2C(N)=O)CC1
CHEMBL3235745,109605,Smallmolecule,None,54,2,Human,494,10,1,5,3.9,CSc1ccccc1N1CCN(CCCCCCC(=O)N2Cc3ccccc3C[C@H]2C(N)=O)CC1
CHEMBL3235746,109606,Smallmolecule,None,1,2,Human,500,6,1,5,3.8,CSc1ccccc1N1CCN(Cc2ccc(C(=O)N3Cc4ccccc4C[C@H]3C(N)=O)cc2)CC1
CHEMBL3235747,109607,Smallmolecule,None,5,2,Human,450,8,1,5,2.4,COc1ccccc1N1CCN(CCCCC(=O)N2Cc3ccccc3C[C@H]2C(N)=O)CC1
CHEMBL3235748,109608,Smallmolecule,None,25,2,Human,464,9,1,5,2.8,COc1ccccc1N1CCN(CCCCCC(=O)N2Cc3ccccc3C[C@H]2C(N)=O)CC1
CHEMBL3235749,109609,Smallmolecule,None,7,2,Human,484,6,1,5,3.1,COc1ccccc1N1CCN(Cc2ccc(C(=O)N3Cc4ccccc4C[C@H]3C(N)=O)cc2)CC1
CHEMBL3235750,109610,Smallmolecule,None,6,2,Human,450,8,2,5,2.5,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCCN1CCN(c2ccccc2O)CC1
CHEMBL3235751,109611,Smallmolecule,None,1,2,Human,468,8,1,4,3.5,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCCN1CCN(c2ccccc2Cl)CC1
CHEMBL3235752,109612,Smallmolecule,None,1,2,Human,468,8,1,4,3.5,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCCN1CCN(c2cccc(Cl)c2)CC1
CHEMBL3235753,109613,Smallmolecule,None,1,2,Human,454,7,1,4,3.1,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCN1CCN(c2ccc(Cl)cc2)CC1
CHEMBL3235754,109614,Smallmolecule,None,-6,2,Human,438,7,1,4,2.6,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCN1CCN(c2ccc(F)cc2)CC1
CHEMBL3235755,109615,Smallmolecule,None,-6,2,Human,452,8,1,4,2.9,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCCN1CCN(c2ccc(F)cc2)CC1
CHEMBL3235756,109616,Smallmolecule,None,6,2,Human,502,8,1,4,4.1,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCCN1CCN(c2cccc(Cl)c2Cl)CC1
CHEMBL3235757,109617,Smallmolecule,None,5,2,Human,522,5,1,4,4.4,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc(CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1
CHEMBL3235759,109619,Smallmolecule,None,-10,2,Human,475,8,1,6,2.9,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCCN1CCN(c2noc3ccccc23)CC1
CHEMBL3235760,109620,Smallmolecule,None,-3,2,Human,489,9,1,6,3.3,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCCCN1CCN(c2noc3ccccc23)CC1
CHEMBL3264363,110668,Smallmolecule,None,-,1,Human,361,5,1,5,2.2,O=C(NCCN1CCN(c2ccccc2)CC1)c1cnc2ccccc2n1
CHEMBL3264364,110669,Smallmolecule,None,-,1,Human,358,5,1,4,3.1,O=C(NCCN1CC=C(c2ccccc2)CC1)c1cnc2ccccc2n1
CHEMBL3264365,110670,Smallmolecule,None,-,1,Human,379,5,1,5,2.3,O=C(NCCN1CCN(c2ccc(F)cc2)CC1)c1cnc2ccccc2n1
CHEMBL3264366,110671,Smallmolecule,None,-,1,Human,376,5,1,4,3.3,O=C(NCCN1CC=C(c2ccc(F)cc2)CC1)c1cnc2ccccc2n1
CHEMBL3264367,110672,Smallmolecule,None,-,1,Human,395,5,1,5,2.8,O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1cnc2ccccc2n1
CHEMBL3264368,110673,Smallmolecule,None,-,1,Human,392,5,1,4,3.8,O=C(NCCN1CC=C(c2ccc(Cl)cc2)CC1)c1cnc2ccccc2n1
CHEMBL3264369,110674,Smallmolecule,None,-,1,Human,375,5,1,5,2.5,Cc1ccc(N2CCN(CCNC(=O)c3cnc4ccccc4n3)CC2)cc1
CHEMBL3264370,110675,Smallmolecule,None,-,1,Human,372,5,1,4,3.5,Cc1ccc(C2=CCN(CCNC(=O)c3cnc4ccccc4n3)CC2)cc1
CHEMBL3264371,110676,Smallmolecule,None,-,1,Human,397,5,1,5,2.5,O=C(NCCN1CCN(c2cc(F)cc(F)c2)CC1)c1cnc2ccccc2n1
CHEMBL3264372,110677,Smallmolecule,None,-,1,Human,394,5,1,4,3.4,O=C(NCCN1CC=C(c2cc(F)cc(F)c2)CC1)c1cnc2ccccc2n1
CHEMBL3264373,110678,Smallmolecule,None,-,1,Human,389,5,1,5,2.8,Cc1cc(C)cc(N2CCN(CCNC(=O)c3cnc4ccccc4n3)CC2)c1
LUMATEPERONE,112308,Smallmolecule,None,-41,9,Human,393,5,0,4,3.9,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12
LUMATEPERONE,112308,Smallmolecule,None,-41,9,Human,393,5,0,4,3.9,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12
CHEMBL1688990,58603,Smallmolecule,None,-9,4,Human,410,9,1,5,3.1,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(N(C)C)cc2)CC1
CHEMBL3264374,110679,Smallmolecule,None,-,1,Human,386,5,1,4,3.8,Cc1cc(C)cc(C2=CCN(CCNC(=O)c3cnc4ccccc4n3)CC2)c1
CHEMBL3264375,110680,Smallmolecule,None,-,1,Human,359,5,1,3,3.4,O=C(NCCN1CCN(c2ccccc2)CC1)c1ccc2ccccc2c1
CHEMBL3264376,110681,Smallmolecule,None,-,1,Human,356,5,1,2,4.4,O=C(NCCN1CC=C(c2ccccc2)CC1)c1ccc2ccccc2c1
CHEMBL3264377,110682,Smallmolecule,None,-,1,Human,377,5,1,3,3.5,O=C(NCCN1CCN(c2ccc(F)cc2)CC1)c1ccc2ccccc2c1
CHEMBL3264378,110683,Smallmolecule,None,-,1,Human,374,5,1,2,4.5,O=C(NCCN1CC=C(c2ccc(F)cc2)CC1)c1ccc2ccccc2c1
CHEMBL3264379,110684,Smallmolecule,None,-,1,Human,393,5,1,3,4,O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc2ccccc2c1
CHEMBL3264380,110685,Smallmolecule,None,-,1,Human,390,5,1,2,5,O=C(NCCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc2ccccc2c1
CHEMBL3264381,110686,Smallmolecule,None,-,1,Human,373,5,1,3,3.7,Cc1ccc(N2CCN(CCNC(=O)c3ccc4ccccc4c3)CC2)cc1
CHEMBL3264382,110687,Smallmolecule,None,-,1,Human,370,5,1,2,4.7,Cc1ccc(C2=CCN(CCNC(=O)c3ccc4ccccc4c3)CC2)cc1
CHEMBL3264383,110688,Smallmolecule,None,-,1,Human,395,5,1,3,3.7,O=C(NCCN1CCN(c2cc(F)cc(F)c2)CC1)c1ccc2ccccc2c1
CHEMBL3264384,110689,Smallmolecule,None,-,1,Human,392,5,1,2,4.6,O=C(NCCN1CC=C(c2cc(F)cc(F)c2)CC1)c1ccc2ccccc2c1
CHEMBL3264385,110690,Smallmolecule,None,-,1,Human,387,5,1,3,4,Cc1cc(C)cc(N2CCN(CCNC(=O)c3ccc4ccccc4c3)CC2)c1
CHEMBL3264386,110691,Smallmolecule,None,-,1,Human,384,5,1,2,5,Cc1cc(C)cc(C2=CCN(CCNC(=O)c3ccc4ccccc4c3)CC2)c1
CHEMBL3264387,110692,Smallmolecule,None,-,1,Human,332,4,0,3,3.1,O=C1c2ccccc2C(=O)N1CCN1CC=C(c2ccccc2)CC1
CHEMBL3264390,110693,Smallmolecule,None,-,1,Human,366,4,0,3,3.7,O=C1c2ccccc2C(=O)N1CCN1CC=C(c2ccc(Cl)cc2)CC1
CHEMBL3264394,110694,Smallmolecule,None,-,1,Human,368,4,0,3,3.4,O=C1c2ccccc2C(=O)N1CCN1CC=C(c2cc(F)cc(F)c2)CC1
CHEMBL3264396,110696,Smallmolecule,None,-,1,Human,360,4,0,3,3.7,Cc1cc(C)cc(C2=CCN(CCN3C(=O)c4ccccc4C3=O)CC2)c1
CHEMBL3286556,111174,Smallmolecule,None,-,0,Human,282,3,2,4,2.4,CNc1nc(Cc2ccccc2)nc2c1CCNC[C@@H]2C
CHEMBL3289656,111551,Smallmolecule,None,-10,9,Human,339,5,0,6,2.8,c1cnc(N2CCN(CCCc3nc4ccccc4s3)CC2)nc1
CHEMBL3290012,111627,Smallmolecule,None,-199,12,Human,487,8,1,6,5.1,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1
CHEMBL3321778,113033,Smallmolecule,None,-23,2,Human,348,7,0,2,4.2,O=C1Cc2ccccc2N1CCCCCCN1CCc2ccccc2C1
CHEMBL3321795,113045,Smallmolecule,None,-16,2,Human,326,5,0,2,3.9,O=C1Cc2ccccc2N1CCCCN1CC[C@H]2CCCC[C@@H]2C1
CHEMBL3321796,113046,Smallmolecule,None,-12,2,Human,340,6,0,2,4.3,O=C1Cc2ccccc2N1CCCCCN1CC[C@H]2CCCC[C@@H]2C1
CHEMBL3353898,115222,Smallmolecule,None,-1,4,Human,442,8,0,7,4,COc1ccccc1N1CCN(CCCCc2cn(-c3cccc4cnccc34)nn2)CC1
CHEMBL3353899,115223,Smallmolecule,None,-3,4,Human,456,9,0,7,4.4,COc1ccccc1N1CCN(CCCCCc2cn(-c3cccc4cnccc34)nn2)CC1
CHEMBL3353900,115224,Smallmolecule,None,1,4,Human,459,8,0,7,4.8,COc1ccccc1N1CCN(CCCc2cn(-c3ccc(-c4ccsc4)cc3)nn2)CC1
CHEMBL3353901,115225,Smallmolecule,None,6,4,Human,473,9,0,7,5.1,COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(-c4ccsc4)cc3)nn2)CC1
CHEMBL3353902,115226,Smallmolecule,None,-23,4,Human,487,10,0,7,5.5,COc1ccccc1N1CCN(CCCCCc2cn(-c3ccc(-c4ccsc4)cc3)nn2)CC1
CHEMBL3353910,115234,Smallmolecule,None,1,4,Human,434,9,0,7,3.5,COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(N(C)C)cc3)nn2)CC1
CHEMBL3353913,115237,Smallmolecule,None,-2,4,Human,437,9,0,7,4.1,COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(SC)cc3)nn2)CC1
CHEMBL3353914,115238,Smallmolecule,None,-1,4,Human,451,10,0,7,4.5,COc1ccccc1N1CCN(CCCCCc2cn(-c3ccc(SC)cc3)nn2)CC1
CHEMBL4876193,185839,Smallmolecule,None,-81,7,Human,256,2,2,3,2.2,Cc1cccc(-c2n[nH]cc2N2CCCNCC2)c1
CHEMBL3321777,113032,Smallmolecule,None,-18,2,Human,334,6,0,2,3.8,O=C1Cc2ccccc2N1CCCCCN1CCc2ccccc2C1
CHEMBL3321788,113038,Smallmolecule,None,-10,9,Human,387,6,1,2,5.3,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCCc1ccc(F)cc1
CHEMBL3321789,113039,Smallmolecule,None,-30,8,Human,389,6,1,3,4.8,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCOc1ccc(F)cc1
CHEMBL3321790,113040,Smallmolecule,None,-28,10,Human,405,6,1,3,5.5,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1ccc(F)cc1
CHEMBL3321791,113041,Smallmolecule,None,-1,9,Human,405,6,1,3,5.5,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1cccc(F)c1
CHEMBL3321792,113042,Smallmolecule,None,-6,10,Human,405,6,1,3,5.5,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1ccccc1F
CHEMBL3341769,114333,Smallmolecule,None,-2,4,Human,348,4,0,6,1.7,COc1ccccc1N1CCN(CC2COC3(CCOCC3)O2)CC1
CHEMBL3342852,114494,Smallmolecule,None,-1,4,Human,364,4,0,6,2.5,COc1ccccc1N1CCN(CC2COC3(CCSCC3)O2)CC1
CHEMBL3342853,114495,Smallmolecule,None,-3,4,Human,437,6,0,6,3.2,COc1ccccc1N1CCN(CC2COC3(CCN(Cc4ccccc4)CC3)O2)CC1
CHEMBL3342854,114496,Smallmolecule,None,-2,3,Human,380,4,0,6,1.5,COc1ccccc1N1CCN(CC2COC3(CC[S+]([O-])CC3)O2)CC1
CHEMBL3342855,114497,Smallmolecule,None,-8,4,Human,396,4,0,7,1.1,COc1ccccc1N1CCN(CC2COC3(CCS(=O)(=O)CC3)O2)CC1
CHEMBL3342857,114499,Smallmolecule,None,-2,4,Human,423,5,0,6,3.2,COc1ccccc1N1CCN(CC2COC3(CCN(c4ccccc4)CC3)O2)CC1
CHEMBL3342858,114500,Smallmolecule,None,1,4,Human,424,5,0,7,2.6,COc1ccccc1N1CCN(CC2COC3(CCN(c4ccccn4)CC3)O2)CC1
CHEMBL3342859,114501,Smallmolecule,None,-5,4,Human,451,5,0,6,2.9,COc1ccccc1N1CCN(CC2COC3(CCN(C(=O)c4ccccc4)CC3)O2)CC1
CHEMBL3342860,114503,Smallmolecule,None,-4,4,Human,519,5,0,6,3.9,COc1ccccc1N1CCN(CC2COC3(CCN(C(=O)c4ccc(C(F)(F)F)cc4)CC3)O2)CC1
CHEMBL3342861,114504,Smallmolecule,None,-1,4,Human,441,5,0,7,2.5,COc1ccccc1N1CCN(CC2COC3(CCN(C(=O)c4ccco4)CC3)O2)CC1
CHEMBL3342862,114505,Smallmolecule,None,1,4,Human,457,5,0,6,3.1,COc1ccccc1N1CCN(CC2COC3(CCN(C(=O)C4CCCCC4)CC3)O2)CC1
CHEMBL3342863,114506,Smallmolecule,None,-3,4,Human,444,5,1,7,1.3,COc1ccccc1N1CCN(CC2COC3(CCN(C(=O)C4CCCN4)CC3)O2)CC1
CHEMBL3342864,114507,Smallmolecule,None,-1,4,Human,389,4,0,6,1.6,COc1ccccc1N1CCN(CC2COC3(CCN(C(C)=O)CC3)O2)CC1
CHEMBL3342865,114508,Smallmolecule,None,1,3,Human,443,4,0,6,2.1,COc1ccccc1N1CCN(CC2COC3(CCN(C(=O)C(F)(F)F)CC3)O2)CC1
CHEMBL3342866,114509,Smallmolecule,None,-6,4,Human,487,6,0,7,2.4,COc1ccccc1N1CCN(CC2COC3(CCN(S(=O)(=O)c4ccccc4)CC3)O2)CC1
CHEMBL3342867,114510,Smallmolecule,None,-5,4,Human,501,6,0,7,2.7,COc1ccccc1N1CCN(CC2COC3(CCN(S(=O)(=O)c4ccc(C)cc4)CC3)O2)CC1
CHEMBL3342868,114511,Smallmolecule,None,-5,4,Human,521,6,0,7,3.1,COc1ccccc1N1CCN(CC2COC3(CCN(S(=O)(=O)c4ccc(Cl)cc4)CC3)O2)CC1
CHEMBL3342869,114512,Smallmolecule,None,-7,4,Human,571,7,0,8,3.3,COc1ccccc1N1CCN(CC2COC3(CCN(S(=O)(=O)c4ccc(OC(F)(F)F)cc4)CC3)O2)CC1
CHEMBL3342870,114513,Smallmolecule,None,-4,4,Human,532,7,0,9,2.3,COc1ccccc1N1CCN(CC2COC3(CCN(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)CC3)O2)CC1
CHEMBL3342871,114514,Smallmolecule,None,-47,4,Human,532,7,0,9,2.3,COc1ccccc1N1CCN(CC2COC3(CCN(S(=O)(=O)c4cccc([N+](=O)[O-])c4)CC3)O2)CC1
CHEMBL3342872,114515,Smallmolecule,None,-7,4,Human,493,6,0,8,2.5,COc1ccccc1N1CCN(CC2COC3(CCN(S(=O)(=O)c4cccs4)CC3)O2)CC1
CHEMBL3342873,114516,Smallmolecule,None,-7,4,Human,425,5,0,7,1,COc1ccccc1N1CCN(CC2COC3(CCN(S(C)(=O)=O)CC3)O2)CC1
CHEMBL445334,170246,Smallmolecule,None,-30,2,Human,320,5,0,2,3.4,O=C1Cc2ccccc2N1CCCCN1CCc2ccccc2C1
CHEMBL3342874,114517,Smallmolecule,None,-2,4,Human,466,5,1,6,3.3,COc1ccccc1N1CCN(CC2COC3(CCN(C(=O)Nc4ccccc4)CC3)O2)CC1
CHEMBL3342875,114518,Smallmolecule,None,-4,4,Human,446,7,1,6,2.5,CCCCNC(=O)N1CCC2(CC1)OCC(CN1CCN(c3ccccc3OC)CC1)O2
CHEMBL3342876,114519,Smallmolecule,None,-6,4,Human,446,4,1,6,2.5,COc1ccccc1N1CCN(CC2COC3(CCN(C(=O)NC(C)(C)C)CC3)O2)CC1
CHEMBL3343975,114636,Smallmolecule,None,-87,4,Human,314,5,2,4,4.3,c1ccc2c(NCCNc3ccnc4ccccc34)ccnc2c1
CHEMBL3343976,114637,Smallmolecule,None,-32,4,Human,342,5,2,4,4.9,Cc1ccc2nccc(NCCNc3ccnc4ccc(C)cc34)c2c1
CHEMBL3343977,114638,Smallmolecule,None,-72,4,Human,342,5,2,4,4.9,Cc1ccc2c(NCCNc3ccnc4cc(C)ccc34)ccnc2c1
CHEMBL3343978,114639,Smallmolecule,None,-17,4,Human,374,7,2,6,4.3,COc1ccc2c(NCCNc3ccnc4cc(OC)ccc34)ccnc2c1
CHEMBL3343979,114640,Smallmolecule,None,-162,4,Human,342,5,2,4,4.9,Cc1cccc2c(NCCNc3ccnc4c(C)cccc34)ccnc12
CHEMBL3343980,114642,Smallmolecule,None,-7,4,Human,412,10,2,4,6.9,Cc1ccc2nccc(NCCCCCCCNc3ccnc4ccc(C)cc34)c2c1
CHEMBL3343981,114643,Smallmolecule,None,-9,4,Human,444,12,2,6,6.3,COc1ccc2nccc(NCCCCCCCNc3ccnc4ccc(OC)cc34)c2c1
CHEMBL3343982,114644,Smallmolecule,None,-24,4,Human,412,10,2,4,6.9,Cc1ccc2c(NCCCCCCCNc3ccnc4cc(C)ccc34)ccnc2c1
CHEMBL3343983,114645,Smallmolecule,None,-81,4,Human,444,12,2,6,6.3,COc1ccc2c(NCCCCCCCNc3ccnc4cc(OC)ccc34)ccnc2c1
CHEMBL3343984,114646,Smallmolecule,None,-8,4,Human,444,12,2,6,6.3,COc1cccc2c(NCCCCCCCNc3ccnc4c(OC)cccc34)ccnc12
CHEMBL3344458,114690,Smallmolecule,None,-48,4,Human,343,4,1,4,4.5,CCCCc1cc2c(s1)C[C@H]1c3cc(O)c(OC)cc3CCN1C2
CHEMBL3344465,114696,Smallmolecule,None,-22,3,Human,355,3,1,4,4.5,COc1cc2c(cc1O)[C@@H]1Cc3sc(CC4CCC4)cc3CN1CC2
CHEMBL3344466,114697,Smallmolecule,None,-15,3,Human,341,3,1,4,4.1,COc1cc2c(cc1O)[C@@H]1Cc3sc(CC4CC4)cc3CN1CC2
CHEMBL3344467,114698,Smallmolecule,None,-33,3,Human,349,3,1,4,3.9,COc1cc2c(cc1O)[C@@H]1Cc3sc(CCCl)cc3CN1CC2
CHEMBL3344468,114699,Smallmolecule,None,-6,3,Human,363,4,1,4,4.3,COc1cc2c(cc1O)[C@@H]1Cc3sc(CCCCl)cc3CN1CC2
CHEMBL3344469,114700,Smallmolecule,None,-17,3,Human,363,3,1,4,4.3,COc1cc2c(cc1O)[C@@H]1Cc3sc(CC(C)Cl)cc3CN1CC2
CHEMBL3344470,114701,Smallmolecule,None,-54,3,Human,377,5,1,4,4.7,COc1cc2c(cc1O)[C@@H]1Cc3sc(CCCCCl)cc3CN1CC2
CHEMBL3358098,115674,Smallmolecule,None,2,5,Human,389,7,1,5,3,O=C(NCCCCN1CCN(c2ccccn2)CC1)c1cc2ccccc2cn1
CHEMBL3358099,115675,Smallmolecule,None,1,4,Human,418,8,1,5,3.6,COc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4cn3)CC2)c1
CHEMBL3358100,115676,Smallmolecule,None,-1,5,Human,402,7,1,4,3.9,Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4cn3)CC2)c1
CHEMBL3358101,115677,Smallmolecule,None,-2,3,Human,388,7,1,4,3.6,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1cc2ccccc2cn1
CHEMBL3358102,115678,Smallmolecule,None,-5,5,Human,420,8,1,5,3.5,COc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4n3C)CC2)c1
CHEMBL3358103,115679,Smallmolecule,None,-1,4,Human,406,8,2,4,3.5,COc1cccc(N2CCN(CCCCNC(=O)c3c[nH]c4ccccc34)CC2)c1
CHEMBL3358104,115680,Smallmolecule,None,-9,5,Human,444,7,2,3,4.5,O=C(NCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1cc2ccccc2[nH]1
CHEMBL3358105,115681,Smallmolecule,None,-50,5,Human,395,7,1,4,3.9,O=C(NCCCCN1CCN(c2ccccc2F)CC1)c1cc2ccccc2o1
CHEMBL3358107,115683,Smallmolecule,None,12,4,Human,392,7,1,5,3.5,Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)n1
CHEMBL3358492,115700,Smallmolecule,None,-1,4,Human,407,8,1,5,3.8,COc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1
CHEMBL3358493,115701,Smallmolecule,None,-10,5,Human,405,7,1,4,4.4,Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1C
CHEMBL3358494,115702,Smallmolecule,None,-7,3,Human,377,7,1,4,3.8,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1cc2ccccc2o1
CHEMBL496739,187335,Smallmolecule,None,-2,9,Human,391,7,1,4,4.1,Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1
CHEMBL532818,193016,Smallmolecule,None,-15,4,Human,374,7,2,6,4.3,COc1cccc2c(NCCNc3ccnc4c(OC)cccc34)ccnc12
CHEMBL533979,193037,Smallmolecule,None,-6,4,Human,384,10,2,4,6.3,c1ccc2c(NCCCCCCCNc3ccnc4ccccc34)ccnc2c1
CHEMBL3326993,113590,Smallmolecule,None,-1,8,Human,505,11,1,4,6,COc1ccccc1N1CCN(CCCCCC(=O)NCc2ccccc2-c2ccccc2Cl)CC1
CHEMBL3330615,113786,Smallmolecule,None,-,1,Human,375,6,1,8,0.8,Cn1c(=O)cnn(CCCCN2CCN(c3ccccc3S)CC2)c1=O
